lossy_count memory usage (k=1000)
\begin{tabular}{lllrrr}
\hline
 Word                & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
 wedding             & True        & 4            &       3 &         132528 &        958 \\
 bed                 & False       & 5            &       3 &         132528 &        958 \\
 nurse               & False       & 29           &       3 &         132528 &        958 \\
 name                & False       & 5            &       3 &         132528 &        958 \\
 romeo               & False       & 65           &       3 &         132528 &        958 \\
 montague            & False       & 26           &       3 &         132528 &        958 \\
 son                 & False       & 8            &       3 &         132528 &        958 \\
 great               & False       & 5            &       3 &         132528 &        958 \\
 enemy               & True        & 4            &       3 &         132584 &        959 \\
 juliet              & False       & 25           &       3 &         132616 &        959 \\
 love                & False       & 33           &       3 &         132648 &        959 \\
 sprung              & True        & 4            &       3 &         132704 &        960 \\
 hate                & False       & 6            &       3 &         132704 &        960 \\
 early               & False       & 4            &       3 &         132704 &        960 \\
 seen                & False       & 4            &       3 &         132704 &        960 \\
 unknown             & True        & 4            &       3 &         132760 &        961 \\
 known               & True        & 4            &       3 &         132816 &        962 \\
 late                & False       & 5            &       3 &         132816 &        962 \\
 prodigious          & True        & 4            &       3 &         132880 &        963 \\
 birth               & True        & 4            &       3 &         132936 &        964 \\
 love                & False       & 34           &       3 &         132936 &        964 \\
 must                & False       & 9            &       3 &         132936 &        964 \\
 love                & False       & 35           &       3 &         132936 &        964 \\
 loathed             & True        & 4            &       3 &         132992 &        965 \\
 enemy               & False       & 5            &       3 &         132992 &        965 \\
 nurse               & False       & 30           &       3 &         132960 &        965 \\
 what’s              & False       & 6            &       3 &         132960 &        965 \\
 what’s              & False       & 7            &       3 &         132960 &        965 \\
 juliet              & False       & 26           &       3 &         132928 &        965 \\
 rhyme               & True        & 4            &       3 &         132984 &        966 \\
 learn’d             & True        & 4            &       3 &         133072 &        967 \\
 even                & False       & 6            &       3 &         133072 &        967 \\
 one                 & False       & 15           &       3 &         133072 &        967 \\
 danc’d              & True        & 4            &       3 &         133160 &        968 \\
 withal              & False       & 5            &       3 &         133160 &        968 \\
 one                 & False       & 16           &       3 &         133160 &        968 \\
 calls               & True        & 4            &       3 &         133216 &        969 \\
 within              & False       & 4            &       3 &         133216 &        969 \\
 ‘juliet’            & True        & 4            &       3 &         133312 &        970 \\
 nurse               & False       & 31           &       3 &         133312 &        970 \\
 anon                & False       & 4            &       3 &         133312 &        970 \\
 anon                & False       & 5            &       3 &         133312 &        970 \\
 come                & False       & 22           &       3 &         133312 &        970 \\
 let’s               & False       & 5            &       3 &         133312 &        970 \\
 away                & False       & 9            &       3 &         133312 &        970 \\
 strangers           & True        & 4            &       3 &         133376 &        971 \\
 gone                & False       & 9            &       3 &         133376 &        971 \\
 exeunt              & False       & 10           &       3 &         133376 &        971 \\
 act                 & False       & 8            &       3 &         133376 &        971 \\
 ii                  & False       & 8            &       3 &         133376 &        971 \\
 enter               & False       & 20           &       3 &         133408 &        971 \\
 chorus              & False       & 5            &       3 &         133408 &        971 \\
 chorus              & False       & 6            &       3 &         133408 &        971 \\
 old                 & False       & 13           &       3 &         133408 &        971 \\
 desire              & True        & 4            &       3 &         133464 &        972 \\
 doth                & False       & 9            &       3 &         133464 &        972 \\
 deathbed            & True        & 4            &       3 &         133528 &        973 \\
 lie                 & False       & 7            &       3 &         133528 &        973 \\
 young               & False       & 10           &       3 &         133528 &        973 \\
 affection           & True        & 4            &       3 &         133592 &        974 \\
 gapes               & True        & 4            &       3 &         133648 &        975 \\
 heir                & False       & 5            &       3 &         133648 &        975 \\
 fair                & False       & 24           &       3 &         133616 &        975 \\
 love                & False       & 36           &       3 &         133616 &        975 \\
 groan’d             & True        & 4            &       3 &         133704 &        976 \\
 would               & False       & 7            &       3 &         133704 &        976 \\
 die                 & False       & 5            &       3 &         133704 &        976 \\
 tender              & False       & 6            &       3 &         133704 &        976 \\
 juliet              & False       & 27           &       3 &         133736 &        976 \\
 match’d             & True        & 4            &       3 &         133824 &        977 \\
 fair                & False       & 25           &       3 &         133856 &        977 \\
 romeo               & False       & 66           &       3 &         133856 &        977 \\
 belov’d             & True        & 4            &       3 &         133944 &        978 \\
 loves               & False       & 4            &       3 &         133944 &        978 \\
 alike               & True        & 4            &       3 &         134000 &        979 \\
 bewitched           & True        & 4            &       3 &         134064 &        980 \\
 charm               & True        & 4            &       3 &         134120 &        981 \\
 looks               & True        & 4            &       3 &         134176 &        982 \\
 foe                 & False       & 5            &       3 &         134176 &        982 \\
 suppos’d            & True        & 4            &       3 &         134272 &        983 \\
 must                & False       & 10           &       3 &         134272 &        983 \\
 complain            & True        & 4            &       3 &         134336 &        984 \\
 steal               & True        & 4            &       3 &         134392 &        985 \\
 love’s              & False       & 5            &       3 &         134392 &        985 \\
 sweet               & False       & 5            &       3 &         134392 &        985 \\
 bait                & True        & 4            &       3 &         134448 &        986 \\
 fearful             & False       & 4            &       3 &         134448 &        986 \\
 hooks               & True        & 4            &       3 &         134504 &        987 \\
 held                & True        & 4            &       3 &         134560 &        988 \\
 foe                 & False       & 6            &       3 &         134560 &        988 \\
 may                 & False       & 7            &       3 &         134560 &        988 \\
 access              & True        & 4            &       3 &         134616 &        989 \\
 breathe             & True        & 4            &       3 &         134672 &        990 \\
 vows                & True        & 4            &       3 &         134728 &        991 \\
 lovers              & True        & 4            &       3 &         134784 &        992 \\
 use                 & False       & 6            &       3 &         134784 &        992 \\
 swear               & False       & 4            &       3 &         134784 &        992 \\
 much                & False       & 10           &       3 &         134784 &        992 \\
 love                & False       & 37           &       3 &         134752 &        992 \\
 means               & True        & 4            &       3 &         134808 &        993 \\
 much                & False       & 11           &       3 &         134808 &        993 \\
 less                & False       & 5            &       3 &         134808 &        993 \\
 meet                & True        & 4            &       3 &         134864 &        994 \\
 new                 & False       & 5            &       3 &         134864 &        994 \\
 beloved             & True        & 4            &       3 &         134920 &        995 \\
 anywhere            & True        & 4            &       3 &         134984 &        996 \\
 passion             & True        & 4            &       3 &         135040 &        997 \\
 lends               & False       & 4            &       3 &         135040 &        997 \\
 power               & True        & 4            &       3 &         135096 &        998 \\
 time                & False       & 6            &       3 &         135096 &        998 \\
 means               & False       & 5            &       3 &         135096 &        998 \\
 meet                & False       & 5            &       3 &         135096 &        998 \\
 tempering           & True        & 4            &       3 &         135160 &        999 \\
 extremities         & True        & 4            &       3 &         135224 &       1000 \\
 extreme             & True        & 4            &       3 &         135280 &       1001 \\
 sweet               & False       & 6            &       3 &         135280 &       1001 \\
 exit                & False       & 5            &       3 &         135280 &       1001 \\
 scene               & False       & 32           &       3 &         135280 &       1001 \\
 open                & True        & 4            &       3 &         135336 &       1002 \\
 place               & False       & 6            &       3 &         135336 &       1002 \\
 adjoining           & True        & 4            &       3 &         135400 &       1003 \\
 capulet’s           & False       & 16           &       3 &         135400 &       1003 \\
 garden              & False       & 5            &       3 &         135400 &       1003 \\
 enter               & False       & 21           &       3 &         135368 &       1003 \\
 romeo               & False       & 67           &       3 &         135368 &       1003 \\
 romeo               & False       & 68           &       3 &         135368 &       1003 \\
 go                  & False       & 16           &       3 &         135368 &       1003 \\
 forward             & True        & 4            &       3 &         135424 &       1004 \\
 heart               & False       & 6            &       3 &         135424 &       1004 \\
 turn                & False       & 7            &       3 &         135424 &       1004 \\
 back                & False       & 5            &       3 &         135424 &       1004 \\
 dull                & False       & 4            &       3 &         135424 &       1004 \\
 earth               & False       & 5            &       3 &         135424 &       1004 \\
 find                & False       & 8            &       3 &         135424 &       1004 \\
 thy                 & False       & 14           &       3 &         135424 &       1004 \\
 centre              & True        & 4            &       3 &         135480 &       1005 \\
 climbs              & True        & 4            &       3 &         135536 &       1006 \\
 wall                & False       & 7            &       3 &         135536 &       1006 \\
 leaps               & True        & 4            &       3 &         135592 &       1007 \\
 within              & False       & 5            &       3 &         135592 &       1007 \\
 enter               & False       & 22           &       3 &         135592 &       1007 \\
 benvolio            & False       & 40           &       3 &         135592 &       1007 \\
 mercutio            & False       & 16           &       3 &         135560 &       1007 \\
 benvolio            & False       & 41           &       3 &         135560 &       1007 \\
 romeo               & False       & 69           &       3 &         135560 &       1007 \\
 cousin              & False       & 8            &       3 &         135560 &       1007 \\
 romeo               & False       & 70           &       3 &         135560 &       1007 \\
 romeo               & False       & 71           &       3 &         135560 &       1007 \\
 mercutio            & False       & 17           &       3 &         135560 &       1007 \\
 wise                & False       & 5            &       3 &         135560 &       1007 \\
 life                & False       & 5            &       3 &         135560 &       1007 \\
 hath                & False       & 13           &       3 &         135560 &       1007 \\
 stol’n              & True        & 4            &       3 &         135648 &       1008 \\
 home                & True        & 4            &       3 &         135704 &       1009 \\
 bed                 & False       & 6            &       3 &         135704 &       1009 \\
 benvolio            & False       & 42           &       3 &         135704 &       1009 \\
 ran                 & True        & 4            &       3 &         135760 &       1010 \\
 way                 & True        & 4            &       3 &         135816 &       1011 \\
 leap’d              & True        & 4            &       3 &         135904 &       1012 \\
 orchard             & True        & 4            &       3 &         135960 &       1013 \\
 wall                & False       & 8            &       3 &         135960 &       1013 \\
 call                & False       & 4            &       3 &         135960 &       1013 \\
 good                & False       & 18           &       3 &         135992 &       1013 \\
 mercutio            & False       & 18           &       3 &         135992 &       1013 \\
 mercutio            & False       & 19           &       3 &         135992 &       1013 \\
 nay                 & False       & 11           &       3 &         135992 &       1013 \\
 i’ll                & False       & 13           &       3 &         135992 &       1013 \\
 conjure             & True        & 4            &       3 &         136048 &       1014 \\
 romeo               & False       & 72           &       3 &         136048 &       1014 \\
 humours             & True        & 4            &       3 &         136104 &       1015 \\
 madman              & True        & 4            &       3 &         136160 &       1016 \\
 passion             & False       & 5            &       3 &         136160 &       1016 \\
 lover               & False       & 5            &       3 &         136160 &       1016 \\
 appear              & True        & 4            &       3 &         136216 &       1017 \\
 thou                & False       & 38           &       3 &         136248 &       1017 \\
 likeness            & True        & 4            &       3 &         136312 &       1018 \\
 sigh                & True        & 4            &       3 &         136368 &       1019 \\
 speak               & False       & 4            &       3 &         136368 &       1019 \\
 one                 & False       & 17           &       3 &         136368 &       1019 \\
 rhyme               & False       & 5            &       3 &         136368 &       1019 \\
 satisfied           & True        & 4            &       3 &         136432 &       1020 \\
 cry                 & True        & 4            &       3 &         136488 &       1021 \\
 ‘ah                 & True        & 4            &       3 &         136568 &       1022 \\
 me’                 & True        & 4            &       3 &         136648 &       1023 \\
 pronounce           & True        & 4            &       3 &         136712 &       1024 \\
 love                & False       & 38           &       3 &         136680 &       1024 \\
 dove                & False       & 5            &       3 &         136680 &       1024 \\
 speak               & False       & 5            &       3 &         136680 &       1024 \\
 gossip              & True        & 4            &       3 &         136736 &       1025 \\
 venus               & True        & 4            &       3 &         136792 &       1026 \\
 one                 & False       & 18           &       3 &         136792 &       1026 \\
 fair                & False       & 26           &       3 &         136760 &       1026 \\
 word                & False       & 7            &       3 &         136760 &       1026 \\
 one                 & False       & 19           &       3 &         136760 &       1026 \\
 nickname            & True        & 4            &       3 &         136824 &       1027 \\
 purblind            & True        & 4            &       3 &         136888 &       1028 \\
 son                 & False       & 9            &       3 &         136888 &       1028 \\
 heir                & False       & 6            &       3 &         136888 &       1028 \\
 young               & False       & 11           &       3 &         136888 &       1028 \\
 abraham             & True        & 4            &       3 &         136944 &       1029 \\
 cupid               & False       & 4            &       3 &         136944 &       1029 \\
 shot                & True        & 4            &       3 &         137000 &       1030 \\
 trim                & True        & 4            &       3 &         137056 &       1031 \\
 king                & True        & 4            &       3 &         137112 &       1032 \\
 cophetua            & True        & 4            &       3 &         137176 &       1033 \\
 lov’d               & True        & 4            &       3 &         137264 &       1034 \\
 beggarmaid          & True        & 4            &       3 &         137328 &       1035 \\
 heareth             & True        & 4            &       3 &         137384 &       1036 \\
 stirreth            & True        & 4            &       3 &         137448 &       1037 \\
 moveth              & True        & 4            &       3 &         137504 &       1038 \\
 ape                 & True        & 4            &       3 &         137560 &       1039 \\
 dead                & False       & 5            &       3 &         137560 &       1039 \\
 must                & False       & 11           &       3 &         137560 &       1039 \\
 conjure             & False       & 5            &       3 &         137560 &       1039 \\
 conjure             & False       & 6            &       3 &         137560 &       1039 \\
 thee                & False       & 18           &       3 &         137528 &       1039 \\
 rosaline’s          & True        & 4            &       3 &         137624 &       1040 \\
 bright              & False       & 5            &       3 &         137624 &       1040 \\
 eyes                & False       & 8            &       3 &         137624 &       1040 \\
 high                & True        & 4            &       3 &         137680 &       1041 \\
 forehead            & True        & 4            &       3 &         137744 &       1042 \\
 scarlet             & True        & 4            &       3 &         137800 &       1043 \\
 lip                 & True        & 4            &       3 &         137856 &       1044 \\
 fine                & True        & 4            &       3 &         137912 &       1045 \\
 foot                & False       & 5            &       3 &         137912 &       1045 \\
 straight            & False       & 7            &       3 &         137912 &       1045 \\
 leg                 & True        & 4            &       3 &         137968 &       1046 \\
 quivering           & True        & 4            &       3 &         138032 &       1047 \\
 thigh               & True        & 4            &       3 &         138088 &       1048 \\
 demesnes            & True        & 4            &       3 &         138152 &       1049 \\
 adjacent            & True        & 4            &       3 &         138216 &       1050 \\
 lie                 & False       & 8            &       3 &         138216 &       1050 \\
 thy                 & False       & 15           &       3 &         138248 &       1050 \\
 likeness            & False       & 5            &       3 &         138248 &       1050 \\
 thou                & False       & 39           &       3 &         138280 &       1050 \\
 appear              & False       & 5            &       3 &         138280 &       1050 \\
 us                  & False       & 8            &       3 &         138280 &       1050 \\
 benvolio            & False       & 43           &       3 &         138280 &       1050 \\
 hear                & False       & 6            &       3 &         138280 &       1050 \\
 thee                & False       & 19           &       3 &         138280 &       1050 \\
 thou                & False       & 40           &       3 &         138280 &       1050 \\
 wilt                & False       & 7            &       3 &         138280 &       1050 \\
 anger               & True        & 4            &       3 &         138336 &       1051 \\
 mercutio            & False       & 20           &       3 &         138368 &       1051 \\
 cannot              & False       & 7            &       3 &         138368 &       1051 \\
 anger               & False       & 5            &       3 &         138368 &       1051 \\
 ’twould             & True        & 4            &       3 &         138456 &       1052 \\
 anger               & False       & 6            &       3 &         138456 &       1052 \\
 raise               & True        & 4            &       3 &         138512 &       1053 \\
 spirit              & True        & 4            &       3 &         138568 &       1054 \\
 mistress’           & True        & 4            &       3 &         138664 &       1055 \\
 circle              & True        & 4            &       3 &         138720 &       1056 \\
 strange             & True        & 4            &       3 &         138776 &       1057 \\
 nature              & True        & 4            &       3 &         138832 &       1058 \\
 letting             & True        & 4            &       3 &         138888 &       1059 \\
 stand               & False       & 8            &       3 &         138888 &       1059 \\
 till                & False       & 6            &       3 &         138888 &       1059 \\
 laid                & True        & 4            &       3 &         138944 &       1060 \\
 conjur’d            & True        & 4            &       3 &         139040 &       1061 \\
 spite               & False       & 5            &       3 &         139040 &       1061 \\
 invocation          & True        & 4            &       3 &         139104 &       1062 \\
 fair                & False       & 27           &       3 &         139104 &       1062 \\
 honest              & False       & 5            &       3 &         139104 &       1062 \\
 mistress’           & False       & 5            &       3 &         139104 &       1062 \\
 name                & False       & 6            &       3 &         139104 &       1062 \\
 conjure             & False       & 7            &       3 &         139104 &       1062 \\
 raise               & False       & 5            &       3 &         139104 &       1062 \\
 benvolio            & False       & 44           &       3 &         139104 &       1062 \\
 come                & False       & 23           &       3 &         139136 &       1062 \\
 hath                & False       & 14           &       3 &         139136 &       1062 \\
 hid                 & True        & 4            &       3 &         139192 &       1063 \\
 among               & False       & 5            &       3 &         139192 &       1063 \\
 trees               & True        & 4            &       3 &         139248 &       1064 \\
 consorted           & True        & 4            &       3 &         139312 &       1065 \\
 humorous            & True        & 4            &       3 &         139376 &       1066 \\
 night               & False       & 15           &       3 &         139376 &       1066 \\
 blind               & True        & 4            &       3 &         139432 &       1067 \\
 love                & False       & 39           &       3 &         139432 &       1067 \\
 best                & False       & 5            &       3 &         139432 &       1067 \\
 befits              & True        & 4            &       3 &         139488 &       1068 \\
 dark                & True        & 4            &       3 &         139544 &       1069 \\
 mercutio            & False       & 21           &       3 &         139512 &       1069 \\
 love                & False       & 40           &       3 &         139480 &       1069 \\
 blind               & False       & 5            &       3 &         139480 &       1069 \\
 love                & False       & 41           &       3 &         139512 &       1069 \\
 cannot              & False       & 8            &       3 &         139512 &       1069 \\
 hit                 & False       & 5            &       3 &         139512 &       1069 \\
 mark                & False       & 4            &       3 &         139512 &       1069 \\
 sit                 & False       & 6            &       3 &         139512 &       1069 \\
 medlar              & True        & 4            &       3 &         139568 &       1070 \\
 tree                & True        & 4            &       3 &         139624 &       1071 \\
 wish                & False       & 4            &       3 &         139624 &       1071 \\
 mistress            & True        & 4            &       3 &         139688 &       1072 \\
 kind                & True        & 4            &       3 &         139744 &       1073 \\
 fruit               & True        & 4            &       3 &         139800 &       1074 \\
 maids               & False       & 6            &       3 &         139800 &       1074 \\
 call                & False       & 5            &       3 &         139800 &       1074 \\
 medlars             & True        & 4            &       3 &         139856 &       1075 \\
 laugh               & False       & 4            &       3 &         139856 &       1075 \\
 alone               & False       & 5            &       3 &         139856 &       1075 \\
 romeo               & False       & 73           &       3 &         139856 &       1075 \\
 openarse            & True        & 4            &       3 &         139920 &       1076 \\
 thou                & False       & 41           &       3 &         139888 &       1076 \\
 poperin             & True        & 4            &       3 &         139944 &       1077 \\
 pear                & True        & 4            &       3 &         140000 &       1078 \\
 romeo               & False       & 74           &       3 &         140000 &       1078 \\
 good                & False       & 19           &       3 &         139968 &       1078 \\
 night               & False       & 16           &       3 &         139968 &       1078 \\
 i’ll                & False       & 14           &       3 &         139968 &       1078 \\
 trucklebed          & True        & 4            &       3 &         140032 &       1079 \\
 fieldbed            & True        & 4            &       3 &         140096 &       1080 \\
 cold                & True        & 4            &       3 &         140152 &       1081 \\
 sleep               & True        & 4            &       3 &         140208 &       1082 \\
 come                & False       & 24           &       3 &         140176 &       1082 \\
 shall               & False       & 31           &       3 &         140144 &       1082 \\
 go                  & False       & 17           &       3 &         140176 &       1082 \\
 benvolio            & False       & 45           &       3 &         140176 &       1082 \\
 go                  & False       & 18           &       3 &         140176 &       1082 \\
 ’tis                & False       & 22           &       3 &         140176 &       1082 \\
 vain                & False       & 5            &       3 &         140176 &       1082 \\
 seek                & False       & 4            &       3 &         140176 &       1082 \\
 means               & False       & 6            &       3 &         140176 &       1082 \\
 found               & True        & 4            &       3 &         140232 &       1083 \\
 exeunt              & False       & 11           &       3 &         140232 &       1083 \\
 scene               & False       & 33           &       3 &         140264 &       1083 \\
 ii                  & False       & 9            &       3 &         140264 &       1083 \\
 capulet’s           & False       & 17           &       3 &         140296 &       1083 \\
 garden              & False       & 6            &       3 &         140296 &       1083 \\
 enter               & False       & 23           &       3 &         140328 &       1083 \\
 romeo               & False       & 75           &       3 &         140328 &       1083 \\
 romeo               & False       & 76           &       3 &         140328 &       1083 \\
 jests               & True        & 4            &       3 &         140384 &       1084 \\
 scars               & True        & 4            &       3 &         140440 &       1085 \\
 never               & False       & 6            &       3 &         140440 &       1085 \\
 felt                & False       & 4            &       3 &         140440 &       1085 \\
 wound               & True        & 4            &       3 &         140496 &       1086 \\
 juliet              & False       & 28           &       3 &         140528 &       1086 \\
 appears             & True        & 4            &       3 &         140584 &       1087 \\
 window              & True        & 4            &       3 &         140640 &       1088 \\
 soft                & True        & 4            &       3 &         140696 &       1089 \\
 light               & False       & 9            &       3 &         140696 &       1089 \\
 yonder              & False       & 6            &       3 &         140696 &       1089 \\
 window              & False       & 5            &       3 &         140696 &       1089 \\
 breaks              & True        & 4            &       3 &         140752 &       1090 \\
 east                & True        & 4            &       3 &         140808 &       1091 \\
 juliet              & False       & 29           &       3 &         140808 &       1091 \\
 sun                 & False       & 6            &       3 &         140808 &       1091 \\
 arise               & True        & 4            &       3 &         140864 &       1092 \\
 fair                & False       & 28           &       3 &         140864 &       1092 \\
 sun                 & False       & 7            &       3 &         140864 &       1092 \\
 kill                & True        & 4            &       3 &         140920 &       1093 \\
 envious             & True        & 4            &       3 &         140976 &       1094 \\
 moon                & True        & 4            &       3 &         141032 &       1095 \\
 already             & False       & 4            &       3 &         141032 &       1095 \\
 sick                & False       & 4            &       3 &         141032 &       1095 \\
 pale                & True        & 4            &       3 &         141088 &       1096 \\
 grief               & False       & 4            &       3 &         141088 &       1096 \\
 thou                & False       & 42           &       3 &         141120 &       1096 \\
 maid                & False       & 5            &       3 &         141120 &       1096 \\
 art                 & False       & 7            &       3 &         141120 &       1096 \\
 far                 & True        & 4            &       3 &         141176 &       1097 \\
 fair                & False       & 29           &       3 &         141144 &       1097 \\
 maid                & False       & 6            &       3 &         141144 &       1097 \\
 since               & False       & 7            &       3 &         141144 &       1097 \\
 envious             & False       & 5            &       3 &         141144 &       1097 \\
 vestal              & True        & 4            &       3 &         141200 &       1098 \\
 livery              & True        & 4            &       3 &         141256 &       1099 \\
 sick                & False       & 5            &       3 &         141256 &       1099 \\
 green               & True        & 4            &       3 &         141312 &       1100 \\
 none                & False       & 4            &       3 &         141312 &       1100 \\
 fools               & True        & 4            &       3 &         141368 &       1101 \\
 wear                & True        & 4            &       3 &         141424 &       1102 \\
 cast                & True        & 4            &       3 &         141480 &       1103 \\
 lady                & False       & 33           &       3 &         141448 &       1103 \\
 love                & False       & 42           &       3 &         141416 &       1103 \\
 knew                & True        & 4            &       3 &         141472 &       1104 \\
 speaks              & True        & 4            &       3 &         141528 &       1105 \\
 yet                 & False       & 8            &       3 &         141528 &       1105 \\
 says                & True        & 4            &       3 &         141584 &       1106 \\
 nothing             & False       & 5            &       3 &         141584 &       1106 \\
 eye                 & False       & 8            &       3 &         141584 &       1106 \\
 discourses          & True        & 4            &       3 &         141648 &       1107 \\
 answer              & True        & 4            &       3 &         141704 &       1108 \\
 bold                & True        & 4            &       3 &         141760 &       1109 \\
 ’tis                & False       & 23           &       3 &         141760 &       1109 \\
 speaks              & False       & 5            &       3 &         141760 &       1109 \\
 two                 & False       & 9            &       3 &         141760 &       1109 \\
 fairest             & True        & 4            &       3 &         141816 &       1110 \\
 stars               & False       & 4            &       3 &         141816 &       1110 \\
 heaven              & True        & 4            &       3 &         141872 &       1111 \\
 business            & True        & 4            &       3 &         141936 &       1112 \\
 entreat             & True        & 4            &       3 &         141992 &       1113 \\
 eyes                & False       & 9            &       3 &         141992 &       1113 \\
 twinkle             & True        & 4            &       3 &         142048 &       1114 \\
 spheres             & True        & 4            &       3 &         142104 &       1115 \\
 till                & False       & 7            &       3 &         142104 &       1115 \\
 return              & True        & 4            &       3 &         142160 &       1116 \\
 eyes                & False       & 10           &       3 &         142160 &       1116 \\
 head                & False       & 4            &       3 &         142160 &       1116 \\
 brightness          & True        & 4            &       3 &         142224 &       1117 \\
 cheek               & False       & 5            &       3 &         142224 &       1117 \\
 would               & False       & 8            &       3 &         142224 &       1117 \\
 shame               & False       & 6            &       3 &         142224 &       1117 \\
 stars               & False       & 5            &       3 &         142224 &       1117 \\
 daylight            & False       & 4            &       3 &         142224 &       1117 \\
 doth                & False       & 10           &       3 &         142224 &       1117 \\
 lamp                & True        & 4            &       3 &         142280 &       1118 \\
 eyes                & False       & 11           &       3 &         142280 &       1118 \\
 heaven              & False       & 5            &       3 &         142280 &       1118 \\
 would               & False       & 9            &       3 &         142280 &       1118 \\
 airy                & True        & 4            &       3 &         142336 &       1119 \\
 region              & True        & 4            &       3 &         142392 &       1120 \\
 stream              & True        & 4            &       3 &         142448 &       1121 \\
 bright              & False       & 6            &       3 &         142448 &       1121 \\
 birds               & True        & 4            &       3 &         142504 &       1122 \\
 would               & False       & 10           &       3 &         142504 &       1122 \\
 sing                & True        & 4            &       3 &         142560 &       1123 \\
 think               & False       & 10           &       3 &         142560 &       1123 \\
 night               & False       & 17           &       3 &         142560 &       1123 \\
 see                 & False       & 11           &       3 &         142560 &       1123 \\
 leans               & True        & 4            &       3 &         142616 &       1124 \\
 cheek               & False       & 6            &       3 &         142616 &       1124 \\
 upon                & False       & 8            &       3 &         142616 &       1124 \\
 hand                & False       & 8            &       3 &         142616 &       1124 \\
 glove               & True        & 4            &       3 &         142672 &       1125 \\
 upon                & False       & 9            &       3 &         142672 &       1125 \\
 hand                & False       & 9            &       3 &         142672 &       1125 \\
 might               & False       & 4            &       3 &         142672 &       1125 \\
 touch               & False       & 6            &       3 &         142672 &       1125 \\
 cheek               & False       & 7            &       3 &         142672 &       1125 \\
 juliet              & False       & 30           &       3 &         142704 &       1125 \\
 ay                  & False       & 10           &       3 &         142704 &       1125 \\
 romeo               & False       & 77           &       3 &         142704 &       1125 \\
 speaks              & False       & 6            &       3 &         142704 &       1125 \\
 speak               & False       & 6            &       3 &         142704 &       1125 \\
 bright              & False       & 7            &       3 &         142704 &       1125 \\
 angel               & True        & 4            &       3 &         142760 &       1126 \\
 thou                & False       & 43           &       3 &         142792 &       1126 \\
 art                 & False       & 8            &       3 &         142792 &       1126 \\
 glorious            & True        & 4            &       3 &         142856 &       1127 \\
 night               & False       & 18           &       3 &         142856 &       1127 \\
 o’er                & False       & 10           &       3 &         142856 &       1127 \\
 head                & False       & 5            &       3 &         142856 &       1127 \\
 winged              & True        & 4            &       3 &         142912 &       1128 \\
 messenger           & True        & 4            &       3 &         142976 &       1129 \\
 heaven              & False       & 6            &       3 &         142976 &       1129 \\
 unto                & False       & 4            &       3 &         142976 &       1129 \\
 whiteupturned       & True        & 4            &       3 &         143040 &       1130 \\
 wondering           & True        & 4            &       3 &         143104 &       1131 \\
 eyes                & False       & 12           &       3 &         143104 &       1131 \\
 mortals             & True        & 4            &       3 &         143160 &       1132 \\
 fall                & False       & 7            &       3 &         143160 &       1132 \\
 back                & False       & 6            &       3 &         143160 &       1132 \\
 gaze                & True        & 4            &       3 &         143216 &       1133 \\
 bestrides           & True        & 4            &       3 &         143280 &       1134 \\
 lazypuffing         & True        & 4            &       3 &         143344 &       1135 \\
 clouds              & True        & 4            &       3 &         143400 &       1136 \\
 sails               & True        & 4            &       3 &         143456 &       1137 \\
 upon                & False       & 10           &       3 &         143456 &       1137 \\
 bosom               & False       & 4            &       3 &         143456 &       1137 \\
 air                 & False       & 4            &       3 &         143456 &       1137 \\
 juliet              & False       & 31           &       3 &         143424 &       1137 \\
 romeo               & False       & 78           &       3 &         143424 &       1137 \\
 romeo               & False       & 79           &       3 &         143424 &       1137 \\
 wherefore           & False       & 5            &       3 &         143424 &       1137 \\
 art                 & False       & 9            &       4 &         117960 &        722 \\
 thou                & False       & 44           &       4 &         117960 &        722 \\
 romeo               & False       & 80           &       4 &         117960 &        722 \\
 deny                & True        & 5            &       4 &         118016 &        723 \\
 thy                 & False       & 16           &       4 &         117984 &        723 \\
 father              & True        & 5            &       4 &         118040 &        724 \\
 refuse              & True        & 5            &       4 &         118096 &        725 \\
 thy                 & False       & 17           &       4 &         118096 &        725 \\
 name                & False       & 7            &       4 &         118096 &        725 \\
 thou                & False       & 45           &       4 &         118064 &        725 \\
 wilt                & False       & 8            &       4 &         118064 &        725 \\
 sworn               & True        & 5            &       4 &         118120 &        726 \\
 love                & False       & 43           &       4 &         118120 &        726 \\
 i’ll                & False       & 15           &       4 &         118152 &        726 \\
 longer              & True        & 5            &       4 &         118208 &        727 \\
 capulet             & False       & 49           &       4 &         118208 &        727 \\
 romeo               & False       & 81           &       4 &         118208 &        727 \\
 aside               & True        & 5            &       4 &         118264 &        728 \\
 shall               & False       & 32           &       4 &         118296 &        728 \\
