fixed_prob_counter memory usage
\begin{tabular}{llrl}
\hline
 Current Word             & Current Word Count   &   Memory Usage & \# Distinct Words   \\
 capulet                  & 25                   &          92512 & 881                \\
 o                        & 2                    &          92512 & 881                \\
 teurer                   & 0                    &          92512 & 881                \\
 preis                    & 0                    &          92512 & 881                \\
 leben                    & 1                    &          92568 & 882                \\
 feind                    & 1                    &          92624 & 883                \\
 schuld                   & 1                    &          92680 & 884                \\
 dahingegeben             & 1                    &          92744 & 885                \\
 benvolio                 & 11                   &          92776 & 885                \\
 fort                     & 3                    &          92776 & 885                \\
 laßt                     & 4                    &          92776 & 885                \\
 gehn                     & 2                    &          92776 & 885                \\
 lust                     & 1                    &          92776 & 885                \\
 bald                     & 2                    &          92776 & 885                \\
 dahin                    & 0                    &          92776 & 885                \\
 romeo                    & 21                   &          92776 & 885                \\
 ach                      & 3                    &          92776 & 885                \\
 leider                   & 1                    &          92776 & 885                \\
 wohl                     & 7                    &          92776 & 885                \\
 ängstet                  & 1                    &          92856 & 886                \\
 sinn                     & 1                    &          92856 & 886                \\
 capulet                  & 26                   &          92856 & 886                \\
 nein                     & 7                    &          92856 & 886                \\
 liebe                    & 7                    &          92856 & 886                \\
 herrn                    & 2                    &          92856 & 886                \\
 denkt                    & 0                    &          92856 & 886                \\
 ans                      & 0                    &          92856 & 886                \\
 weggehn                  & 1                    &          92912 & 887                \\
 kleines                  & 2                    &          92912 & 887                \\
 schlichtes               & 1                    &          92976 & 888                \\
 mahl                     & 1                    &          93032 & 889                \\
 schon                    & 7                    &          93032 & 889                \\
 bereitet                 & 0                    &          93032 & 889                \\
 muß                      & 3                    &          93032 & 889                \\
 wohl                     & 8                    &          93032 & 889                \\
 dank                     & 0                    &          93032 & 889                \\
 dank                     & 0                    &          93032 & 889                \\
 edle                     & 0                    &          93032 & 889                \\
 herren                   & 0                    &          93032 & 889                \\
 gute                     & 1                    &          93088 & 890                \\
 nacht                    & 4                    &          93088 & 890                \\
 mehr                     & 4                    &          93088 & 890                \\
 fackeln                  & 1                    &          93144 & 891                \\
 herkommt                 & 1                    &          93208 & 892                \\
 bringt                   & 3                    &          93208 & 892                \\
 bett                     & 1                    &          93264 & 893                \\
 zweiten                  & 0                    &          93264 & 893                \\
 capulet                  & 26                   &          93264 & 893                \\
 wahrhaftig               & 1                    &          93264 & 893                \\
 spät                     & 0                    &          93264 & 893                \\
 ruh                      & 0                    &          93264 & 893                \\
 ab                       & 2                    &          93264 & 893                \\
 außer                    & 0                    &          93264 & 893                \\
 julia                    & 6                    &          93264 & 893                \\
 wärterin                 & 7                    &          93264 & 893                \\
 julia                    & 6                    &          93264 & 893                \\
 komm                     & 0                    &          93264 & 893                \\
 amme                     & 3                    &          93264 & 893                \\
 wer                      & 6                    &          93264 & 893                \\
 herr                     & 11                   &          93232 & 893                \\
 wärterin                 & 8                    &          93232 & 893                \\
 tiberios                 & 1                    &          93296 & 894                \\
 alten                    & 0                    &          93296 & 894                \\
 sohn                     & 3                    &          93296 & 894                \\
 erbe                     & 1                    &          93352 & 895                \\
 julia                    & 7                    &          93352 & 895                \\
 wer                      & 6                    &          93352 & 895                \\
 ists                     & 6                    &          93352 & 895                \\
 eben                     & 2                    &          93352 & 895                \\
 türe                     & 1                    &          93432 & 896                \\
 geht                     & 1                    &          93432 & 896                \\
 wärterin                 & 8                    &          93432 & 896                \\
 denk                     & 0                    &          93432 & 896                \\
 junge                    & 2                    &          93432 & 896                \\
 marcellin                & 0                    &          93432 & 896                \\
 petruchio                & 0                    &          93432 & 896                \\
 julia                    & 8                    &          93432 & 896                \\
 wer                      & 6                    &          93432 & 896                \\
 folgt                    & 1                    &          93488 & 897                \\
 gar                      & 0                    &          93488 & 897                \\
 tanzen                   & 2                    &          93488 & 897                \\
 wärterin                 & 8                    &          93488 & 897                \\
 weiß                     & 2                    &          93488 & 897                \\
 julia                    & 8                    &          93488 & 897                \\
 geh                      & 1                    &          93544 & 898                \\
 frage                    & 0                    &          93544 & 898                \\
 heißtist                 & 0                    &          93544 & 898                \\
 vermählt                 & 1                    &          93632 & 899                \\
 grab                     & 1                    &          93688 & 900                \\
 brautbett                & 1                    &          93752 & 901                \\
 erwählt                  & 1                    &          93832 & 902                \\
 wärterin                 & 9                    &          93832 & 902                \\
 kommt                    & 8                    &          93832 & 902                \\
 zurück                   & 0                    &          93832 & 902                \\
 nam                      & 1                    &          93888 & 903                \\
 romeo                    & 22                   &          93888 & 903                \\
 montague                 & 8                    &          93888 & 903                \\
 großen                   & 0                    &          93888 & 903                \\
 feindes                  & 1                    &          93944 & 904                \\
 einzger                  & 0                    &          93944 & 904                \\
 sohn                     & 3                    &          93944 & 904                \\
 julia                    & 9                    &          93944 & 904                \\
 einzge                   & 0                    &          93944 & 904                \\
 lieb                     & 5                    &          93944 & 904                \\
 großem                   & 1                    &          94024 & 905                \\
 haß                      & 4                    &          94024 & 905                \\
 entbrannt                & 1                    &          94088 & 906                \\
 sah                      & 0                    &          94088 & 906                \\
 früh                     & 1                    &          94168 & 907                \\
 spät                     & 1                    &          94248 & 908                \\
 erkannt                  & 1                    &          94304 & 909                \\
 o                        & 3                    &          94304 & 909                \\
 wunderwerk               & 1                    &          94368 & 910                \\
 fühle                    & 0                    &          94368 & 910                \\
 getrieben                & 0                    &          94368 & 910                \\
 ärgsten                  & 0                    &          94368 & 910                \\
 feind                    & 1                    &          94368 & 910                \\
 aufs                     & 1                    &          94424 & 911                \\
 zärtlichste              & 0                    &          94424 & 911                \\
 lieben                   & 3                    &          94424 & 911                \\
 wärterin                 & 9                    &          94424 & 911                \\
 wieso                    & 1                    &          94480 & 912                \\
 wieso                    & 1                    &          94480 & 912                \\
 julia                    & 9                    &          94480 & 912                \\
 reim                     & 0                    &          94480 & 912                \\
 tänzer                   & 0                    &          94480 & 912                \\
 soeben                   & 0                    &          94480 & 912                \\
 lernte                   & 1                    &          94536 & 913                \\
 ruft                     & 2                    &          94536 & 913                \\
 drinnen                  & 2                    &          94536 & 913                \\
 julia                    & 9                    &          94536 & 913                \\
 wärterin                 & 9                    &          94536 & 913                \\
 gleich                   & 1                    &          94536 & 913                \\
 kommen                   & 3                    &          94536 & 913                \\
 ja                       & 5                    &          94536 & 913                \\
 kommt                    & 8                    &          94536 & 913                \\
 laßt                     & 4                    &          94536 & 913                \\
 gehn                     & 2                    &          94536 & 913                \\
 fremder                  & 0                    &          94536 & 913                \\
 mehr                     & 5                    &          94536 & 913                \\
 ab                       & 2                    &          94536 & 913                \\
 chorus                   & 2                    &          94536 & 913                \\
 tritt                    & 5                    &          94536 & 913                \\
 chorus                   & 2                    &          94536 & 913                \\
 alte                     & 2                    &          94536 & 913                \\
 liebe                    & 8                    &          94536 & 913                \\
 stirbt                   & 1                    &          94592 & 914                \\
 dahin                    & 1                    &          94648 & 915                \\
 junge                    & 3                    &          94648 & 915                \\
 zuneigung                & 1                    &          94712 & 916                \\
 beerbt                   & 1                    &          94768 & 917                \\
 schöne                   & 2                    &          94768 & 917                \\
 schmachtend              & 1                    &          94832 & 918                \\
 stand                    & 2                    &          94832 & 918                \\
 sinn                     & 2                    &          94832 & 918                \\
 scheint                  & 1                    &          94888 & 919                \\
 mehr                     & 5                    &          94888 & 919                \\
 schön                    & 6                    &          94888 & 919                \\
 neben                    & 0                    &          94888 & 919                \\
 julia                    & 10                   &          94920 & 919                \\
 geliebt                  & 0                    &          94920 & 919                \\
 liebt                    & 3                    &          94920 & 919                \\
 schluß                   & 1                    &          95000 & 920                \\
 zauberblick              & 0                    &          95000 & 920                \\
 beiderseits              & 1                    &          95064 & 921                \\
 fehln                    & 1                    &          95120 & 922                \\
 scheint                  & 2                    &          95120 & 922                \\
 feind                    & 2                    &          95120 & 922                \\
 ers                      & 0                    &          95120 & 922                \\
 klagen                   & 0                    &          95120 & 922                \\
 muß                      & 4                    &          95120 & 922                \\
 falle                    & 0                    &          95120 & 922                \\
 köder                    & 0                    &          95120 & 922                \\
 muß                      & 5                    &          95120 & 922                \\
 stehln                   & 0                    &          95120 & 922                \\
 feind                    & 3                    &          95120 & 922                \\
 gesehn                   & 0                    &          95120 & 922                \\
 darf                     & 1                    &          95176 & 923                \\
 her                      & 2                    &          95176 & 923                \\
 schwörn                  & 1                    &          95256 & 924                \\
 wirs                     & 2                    &          95256 & 924                \\
 verliebten               & 1                    &          95320 & 925                \\
 sehn                     & 3                    &          95320 & 925                \\
 liebt                    & 3                    &          95320 & 925                \\
 weniger                  & 0                    &          95320 & 925                \\
 neu                      & 0                    &          95320 & 925                \\
 geliebten                & 1                    &          95384 & 926                \\
 irgendwohin              & 0                    &          95384 & 926                \\
 gehn                     & 2                    &          95384 & 926                \\
 zeit                     & 2                    &          95384 & 926                \\
 schafft                  & 0                    &          95384 & 926                \\
 rat                      & 0                    &          95384 & 926                \\
 verlangen                & 2                    &          95384 & 926                \\
 leiht                    & 1                    &          95440 & 927                \\
 kraft                    & 0                    &          95440 & 927                \\
 lindert                  & 0                    &          95440 & 927                \\
 leid                     & 2                    &          95440 & 927                \\
 süße                     & 2                    &          95440 & 927                \\
 leidenschaft             & 1                    &          95504 & 928                \\
 geht                     & 1                    &          95504 & 928                \\
 ab                       & 3                    &          95504 & 928                \\
 zweiter                  & 1                    &          95504 & 928                \\
 akt                      & 1                    &          95504 & 928                \\
 erste                    & 1                    &          95504 & 928                \\
 szene                    & 3                    &          95504 & 928                \\
 offner                   & 0                    &          95504 & 928                \\
 platz                    & 0                    &          95504 & 928                \\
 capulets                 & 5                    &          95504 & 928                \\
 garten                   & 1                    &          95560 & 929                \\
 stößt                    & 0                    &          95560 & 929                \\
 romeo                    & 22                   &          95560 & 929                \\
 tritt                    & 5                    &          95560 & 929                \\
 romeo                    & 22                   &          95560 & 929                \\
 hinnen                   & 0                    &          95560 & 929                \\
 herz                     & 2                    &          95560 & 929                \\
 bleibt                   & 0                    &          95560 & 929                \\
 geh                      & 2                    &          95560 & 929                \\
 frostge                  & 0                    &          95560 & 929                \\
 erde                     & 0                    &          95560 & 929                \\
 suche                    & 1                    &          95616 & 930                \\
 sonne                    & 2                    &          95616 & 930                \\
 ersteigt                 & 1                    &          95680 & 931                \\
 mauer                    & 4                    &          95680 & 931                \\
 springt                  & 1                    &          95736 & 932                \\
 hinunter                 & 1                    &          95800 & 933                \\
 benvolio                 & 12                   &          95832 & 933                \\
 mercutio                 & 7                    &          95832 & 933                \\
 treten                   & 2                    &          95832 & 933                \\
 benvolio                 & 12                   &          95832 & 933                \\
 he                       & 4                    &          95832 & 933                \\
 romeo                    & 22                   &          95832 & 933                \\
 he                       & 5                    &          95832 & 933                \\
 vetter                   & 3                    &          95832 & 933                \\
 mercutio                 & 7                    &          95832 & 933                \\
 klug                     & 1                    &          95832 & 933                \\
 seel                     & 1                    &          95888 & 934                \\
 heim                     & 1                    &          95888 & 934                \\
 bett                     & 1                    &          95888 & 934                \\
 gestohlen                & 1                    &          95952 & 935                \\
 benvolio                 & 12                   &          95952 & 935                \\
 lief                     & 0                    &          95952 & 935                \\
 hieher                   & 1                    &          96008 & 936                \\
 sprang                   & 1                    &          96064 & 937                \\
 gartenmauer              & 0                    &          96064 & 937                \\
 hinüber                  & 0                    &          96064 & 937                \\
 ruf                      & 1                    &          96120 & 938                \\
 freund                   & 3                    &          96120 & 938                \\
 mercutio                 & 7                    &          96120 & 938                \\
 mercutio                 & 7                    &          96120 & 938                \\
 ja                       & 6                    &          96120 & 938                \\
 beschwören               & 0                    &          96120 & 938                \\
 romeo                    & 23                   &          96120 & 938                \\
 grillen                  & 1                    &          96176 & 939                \\
 toller                   & 1                    &          96232 & 940                \\
 leidenschaft             & 2                    &          96232 & 940                \\
 verliebter               & 1                    &          96296 & 941                \\
 erscheine                & 1                    &          96360 & 942                \\
 gestaltet                & 1                    &          96424 & 943                \\
 seufzer                  & 1                    &          96480 & 944                \\
 sprich                   & 0                    &          96480 & 944                \\
 reimchen                 & 1                    &          96544 & 945                \\
 genügt                   & 1                    &          96624 & 946                \\
 mirs                     & 3                    &          96624 & 946                \\
 schon                    & 7                    &          96624 & 946                \\
 ach                      & 3                    &          96624 & 946                \\
 jammre                   & 1                    &          96680 & 947                \\
 paare                    & 0                    &          96680 & 947                \\
 lieb                     & 6                    &          96680 & 947                \\
 triebe                   & 0                    &          96680 & 947                \\
 gib                      & 1                    &          96680 & 947                \\
 gevattrin                & 1                    &          96744 & 948                \\
 venus                    & 1                    &          96800 & 949                \\
 gut                      & 5                    &          96800 & 949                \\
 wort                     & 1                    &          96800 & 949                \\
 schimpf                  & 0                    &          96800 & 949                \\
 eins                     & 1                    &          96856 & 950                \\
 blinden                  & 1                    &          96912 & 951                \\
 sohn                     & 3                    &          96912 & 951                \\
 erben                    & 2                    &          96912 & 951                \\
 held                     & 0                    &          96912 & 951                \\
 amor                     & 1                    &          96968 & 952                \\
 flink                    & 2                    &          96968 & 952                \\
 gezielt                  & 0                    &          96968 & 952                \\
 könig                    & 0                    &          96968 & 952                \\
 kophetua                 & 0                    &          96968 & 952                \\
 bettlermädchen           & 1                    &          97056 & 953                \\
 liebte                   & 1                    &          97112 & 954                \\
 höret                    & 0                    &          97112 & 954                \\
 regt                     & 1                    &          97168 & 955                \\
 rührt                    & 2                    &          97168 & 955                \\
 aff                      & 1                    &          97224 & 956                \\
 tot                      & 2                    &          97224 & 956                \\
 muß                      & 6                    &          97224 & 956                \\
 wohl                     & 9                    &          97224 & 956                \\
 beschwören               & 1                    &          97312 & 957                \\
 wohl                     & 10                   &          97312 & 957                \\
 rosalindens              & 0                    &          97312 & 957                \\
 hellem                   & 1                    &          97368 & 958                \\
 auge                     & 0                    &          97368 & 958                \\
 purpurlipp               & 1                    &          97432 & 959                \\
 hohen                    & 0                    &          97432 & 959                \\
 stirn                    & 3                    &          97432 & 959                \\
 zarten                   & 2                    &          97432 & 959                \\
 fuß                      & 1                    &          97432 & 959                \\
 schlanken                & 1                    &          97496 & 960                \\
 bein                     & 1                    &          97552 & 961                \\
 üppgen                   & 1                    &          97632 & 962                \\
 hüften                   & 1                    &          97712 & 963                \\
 region                   & 0                    &          97712 & 963                \\
 nahe                     & 0                    &          97712 & 963                \\
 liegt                    & 1                    &          97768 & 964                \\
 beschwör                 & 0                    &          97768 & 964                \\
 eigner                   & 1                    &          97824 & 965                \\
 bildung                  & 0                    &          97824 & 965                \\
 erscheinest              & 0                    &          97824 & 965                \\
 benvolio                 & 13                   &          97792 & 965                \\
 hört                     & 4                    &          97792 & 965                \\
 zornig                   & 0                    &          97792 & 965                \\
 mercutio                 & 7                    &          97792 & 965                \\
 hierüber                 & 1                    &          97880 & 966                \\
 ers                      & 1                    &          97936 & 967                \\
 hätte                    & 1                    &          98016 & 968                \\
 grund                    & 2                    &          98016 & 968                \\
 bannt                    & 0                    &          98016 & 968                \\
 hinauf                   & 1                    &          98072 & 969                \\
 dame                     & 1                    &          98128 & 970                \\
 kreis                    & 1                    &          98184 & 971                \\
 geist                    & 1                    &          98240 & 972                \\
 seltsam                  & 1                    &          98296 & 973                \\
 eigner                   & 2                    &          98296 & 973                \\
 art                      & 0                    &          98296 & 973                \\
 ließe                    & 0                    &          98296 & 973                \\
 stehn                    & 2                    &          98296 & 973                \\
 trotz                    & 1                    &          98352 & 974                \\
 gezähmt                  & 1                    &          98432 & 975                \\
 nieder                   & 2                    &          98432 & 975                \\
 beschworen               & 1                    &          98496 & 976                \\
 hätte                    & 2                    &          98496 & 976                \\
 wär                      & 0                    &          98496 & 976                \\
 beschimpfung             & 0                    &          98496 & 976                \\
 anrufung                 & 1                    &          98560 & 977                \\
 gut                      & 6                    &          98560 & 977                \\
 ehrlich                  & 0                    &          98560 & 977                \\
 liebsten                 & 0                    &          98560 & 977                \\
 namen                    & 2                    &          98560 & 977                \\
 beschwör                 & 1                    &          98648 & 978                \\
 bloß                     & 1                    &          98728 & 979                \\
 aufzurichten             & 0                    &          98728 & 979                \\
 benvolio                 & 13                   &          98728 & 979                \\
 komm                     & 0                    &          98728 & 979                \\
 verbarg                  & 1                    &          98784 & 980                \\
 bäumen                   & 0                    &          98784 & 980                \\
 pflegt                   & 0                    &          98784 & 980                \\
 umgangs                  & 0                    &          98784 & 980                \\
 feuchten                 & 0                    &          98784 & 980                \\
 nacht                    & 5                    &          98784 & 980                \\
 lieb                     & 6                    &          98784 & 980                \\
 blind                    & 1                    &          98840 & 981                \\
 dunkel                   & 0                    &          98840 & 981                \\
 recht                    & 2                    &          98840 & 981                \\
 mercutio                 & 7                    &          98840 & 981                \\
 liebe                    & 9                    &          98840 & 981                \\
 blind                    & 1                    &          98840 & 981                \\
 zielt                    & 0                    &          98840 & 981                \\
 freilich                 & 0                    &          98840 & 981                \\
 schlecht                 & 0                    &          98840 & 981                \\
 sitzt                    & 0                    &          98840 & 981                \\
 wohl                     & 11                   &          98840 & 981                \\
 baum                     & 1                    &          98896 & 982                \\
 gelehnt                  & 0                    &          98896 & 982                \\
 wünscht                  & 1                    &          98976 & 983                \\
 liebchen                 & 1                    &          99040 & 984                \\
 wär                      & 1                    &          99120 & 985                \\
 reife                    & 1                    &          99176 & 986                \\
 frucht                   & 1                    &          99232 & 987                \\
 fiel                     & 2                    &          99232 & 987                \\
 schoß                    & 0                    &          99232 & 987                \\
 gute                     & 1                    &          99232 & 987                \\
 nacht                    & 6                    &          99232 & 987                \\
 freund                   & 4                    &          99232 & 987                \\
 romeo                    & 24                   &          99232 & 987                \\
 federbett                & 1                    &          99296 & 988                \\
 feldbett                 & 0                    &          99296 & 988                \\
 schlafen                 & 0                    &          99296 & 988                \\
 kalt                     & 1                    &          99352 & 989                \\
 komm                     & 0                    &          99352 & 989                \\
 gehn                     & 3                    &          99352 & 989                \\
 benvolio                 & 13                   &          99352 & 989                \\
 ja                       & 7                    &          99352 & 989                \\
 vergeblich               & 1                    &          99416 & 990                \\
 suchen                   & 1                    &          99416 & 990                \\
 gefunden                 & 1                    &          99480 & 991                \\
 beide                    & 2                    &          99480 & 991                \\
 ab                       & 4                    &          99480 & 991                \\
 zweite                   & 0                    &          99480 & 991                \\
 szene                    & 3                    &          99480 & 991                \\
 capulets                 & 5                    &          99480 & 991                \\
 garten                   & 2                    &          99480 & 991                \\
 romeo                    & 24                   &          99480 & 991                \\
 kommt                    & 9                    &          99480 & 991                \\
 romeo                    & 24                   &          99480 & 991                \\
 narben                   & 1                    &          99536 & 992                \\
 lacht                    & 1                    &          99592 & 993                \\
 wer                      & 7                    &          99592 & 993                \\
 wunden                   & 0                    &          99592 & 993                \\
 nie                      & 2                    &          99592 & 993                \\
 gefühlt                  & 1                    &          99672 & 994                \\
 julia                    & 11                   &          99640 & 994                \\
 erscheint                & 0                    &          99640 & 994                \\
 oben                     & 0                    &          99640 & 994                \\
 fenster                  & 1                    &          99640 & 994                \\
 still                    & 0                    &          99640 & 994                \\
 schimmert                & 0                    &          99640 & 994                \\
 fenster                  & 1                    &          99640 & 994                \\
 ost                      & 1                    &          99696 & 995                \\
 julia                    & 11                   &          99696 & 995                \\
 sonne                    & 2                    &          99696 & 995                \\
 geh                      & 3                    &          99696 & 995                \\
 holde                    & 1                    &          99752 & 996                \\
 sonn                     & 0                    &          99752 & 996                \\
 ertöte                   & 0                    &          99752 & 996                \\
 lunen                    & 0                    &          99752 & 996                \\
 neidisch                 & 0                    &          99752 & 996                \\
 schon                    & 7                    &          99752 & 996                \\
 grame                    & 0                    &          99752 & 996                \\
 bleich                   & 0                    &          99752 & 996                \\
 schöner                  & 1                    &          99832 & 997                \\
 obwohl                   & 0                    &          99832 & 997                \\
 dienend                  & 0                    &          99832 & 997                \\
 o                        & 3                    &          99832 & 997                \\
 neidisch                 & 0                    &          99832 & 997                \\
 dien                     & 1                    &          99888 & 998                \\
 toren                    & 0                    &          99888 & 998                \\
 gehn                     & 4                    &          99888 & 998                \\
 blassen                  & 1                    &          99944 & 999                \\
 kranken                  & 0                    &          99944 & 999                \\
 vestalentracht           & 0                    &          99944 & 999                \\
 einher                   & 0                    &          99944 & 999                \\
 wirf                     & 0                    &          99944 & 999                \\
 ab                       & 4                    &          99944 & 999                \\
 göttin                   & 1                    &         100024 & 1000               \\
 liebe                    & 9                    &         100024 & 1000               \\
 o                        & 4                    &         100024 & 1000               \\
 wüßte                    & 1                    &         100104 & 1001               \\
 spricht                  & 1                    &         100160 & 1002               \\
 sagt                     & 5                    &         100160 & 1002               \\
 schadet                  & 0                    &         100160 & 1002               \\
 auge                     & 1                    &         100216 & 1003               \\
 redt                     & 0                    &         100216 & 1003               \\
 antwort                  & 1                    &         100272 & 1004               \\
 geben                    & 0                    &         100272 & 1004               \\
 kühn                     & 1                    &         100352 & 1005               \\
 redet                    & 1                    &         100408 & 1006               \\
 paar                     & 0                    &         100408 & 1006               \\
 schönsten                & 0                    &         100408 & 1006               \\
 stern                    & 0                    &         100408 & 1006               \\
 ganzen                   & 1                    &         100464 & 1007               \\
 himmel                   & 0                    &         100464 & 1007               \\
 ausgesandt               & 1                    &         100528 & 1008               \\
 bittet                   & 1                    &         100584 & 1009               \\
 juliens                  & 0                    &         100584 & 1009               \\
 augen                    & 2                    &         100584 & 1009               \\
 kreisen                  & 1                    &         100640 & 1010               \\
 unterdes                 & 1                    &         100704 & 1011               \\
 funkeln                  & 0                    &         100704 & 1011               \\
 wären                    & 2                    &         100704 & 1011               \\
 augen                    & 2                    &         100704 & 1011               \\
 sterne                   & 0                    &         100704 & 1011               \\
 antlitz                  & 2                    &         100704 & 1011               \\
 glanz                    & 1                    &         100760 & 1012               \\
 wangen                   & 1                    &         100760 & 1012               \\
 beschämen                & 1                    &         100848 & 1013               \\
 sonnenlicht              & 0                    &         100848 & 1013               \\
 lampe                    & 1                    &         100904 & 1014               \\
 würd                     & 0                    &         100904 & 1014               \\
 aug                      & 0                    &         100904 & 1014               \\
 luftgen                  & 1                    &         100960 & 1015               \\
 höhn                     & 1                    &         101040 & 1016               \\
 hell                     & 2                    &         101040 & 1016               \\
 ergießen                 & 0                    &         101040 & 1016               \\
 vögel                    & 0                    &         101040 & 1016               \\
 sängen                   & 0                    &         101040 & 1016               \\
 froh                     & 1                    &         101096 & 1017               \\
 tag                      & 3                    &         101096 & 1017               \\
 grüßen                   & 0                    &         101096 & 1017               \\
 o                        & 4                    &         101096 & 1017               \\
 hand                     & 1                    &         101096 & 1017               \\
 wange                    & 0                    &         101096 & 1017               \\
 lehnt                    & 0                    &         101096 & 1017               \\
 wär                      & 1                    &         101096 & 1017               \\
 handschuh                & 1                    &         101160 & 1018               \\
 hand                     & 1                    &         101160 & 1018               \\
 küßte                    & 1                    &         101240 & 1019               \\
 wange                    & 1                    &         101296 & 1020               \\
 julia                    & 12                   &         101328 & 1020               \\
 weh                      & 1                    &         101328 & 1020               \\
 romeo                    & 25                   &         101328 & 1020               \\
 horch                    & 0                    &         101328 & 1020               \\
 spricht                  & 1                    &         101328 & 1020               \\
 o                        & 5                    &         101328 & 1020               \\
